0.0054142,0.011668,-1143.9,-1131.5
0.0071875,0.014784,-1139.6,-1131.7
0.0057875,0.012133,-989.12,-978.18
0.0083604,0.017114,-1127.1,-1137.1
0.0051885,0.011595,-1198.9,-1195
0.0072726,0.012935,-1151.3,-1146.2
0.0064514,0.013955,-1036.5,-1024.9
0.006574,0.014391,-1106.7,-1091.6
0.0071416,0.012222,-1033.9,-1027.1
0.0070514,0.014754,-1030.6,-1021.6
0.0071171,0.014726,-1046.3,-1049.9
0.0058246,0.012216,-1228.5,-1222.1
0.0069818,0.014912,-1133.9,-1126.3
0.0066011,0.01408,-1121,-1115.3
0.0080338,0.013054,-1040.9,-1031.5
0.0061502,0.012079,-1125.4,-1120.5
0.0064701,0.013895,-1023.9,-1017.6
0.0066328,0.012284,-1122.5,-1103.7
0.0094234,0.016293,-1113.3,-1112.6
0.0067251,0.014871,-1044.9,-1039.6
0.0077161,0.01603,-1159.2,-1154.4
0.0077642,0.017508,-1078.5,-1080.6
0.0072217,0.015235,-1111,-1116.4
0.0066733,0.014632,-1080.8,-1077.2
0.006623,0.013881,-1194.9,-1194.9
0.0057768,0.013422,-1114.5,-1108
0.0061924,0.013598,-1070.4,-1056.8
0.0066638,0.013001,-1218.8,-1210.6
0.0072489,0.013098,-1153.9,-1146.2
0.0059097,0.014076,-1115.5,-1110.4
0.0055432,0.012298,-1127.7,-1117.2
0.0055453,0.012305,-1074,-1064.3
0.0062018,0.012932,-1111.6,-1106.1
0.0070837,0.013447,-1130.5,-1106.7
0.0068079,0.011599,-1148.7,-1132.2
0.0068088,0.011944,-1060.6,-1053.5
0.0057616,0.012334,-1165.4,-1167.3
0.0062305,0.013029,-1065.7,-1064.5
0.0088257,0.014367,-1107.5,-1092.8
0.0080612,0.01387,-1153.6,-1138.9
0.0076122,0.012511,-1135,-1122.3
0.0094377,0.014978,-1138.7,-1129.8
0.0066988,0.015869,-1169.9,-1161
0.0064862,0.014383,-1136.6,-1138
0.0058141,0.01237,-1090.1,-1086
0.0086023,0.014166,-1177,-1174.6
0.006305,0.012267,-1061.8,-1056.7
0.0059702,0.011966,-1183.3,-1167.2
0.0071811,0.015732,-1143.3,-1137
0.0067496,0.014117,-1111,-1108.8
0.0056119,0.01409,-1092.3,-1096.3
0.0074375,0.013471,-1108.8,-1104.5
0.0063037,0.012902,-1235.1,-1223.2
0.0080098,0.014923,-1067.3,-1057.9
0.0085523,0.014013,-1118.5,-1110.8
0.0051839,0.011713,-1201.9,-1187.4
0.0060217,0.013184,-1151.1,-1141
0.0076276,0.013417,-1140.4,-1138.2
0.006059,0.013799,-1114.8,-1116
0.0068531,0.012794,-1197.4,-1188.4
0.010845,0.014198,-1102.6,-1094.4
0.0078469,0.01543,-1124.3,-1111.6
0.0066002,0.014087,-1061.8,-1056.3
0.0087431,0.017636,-1162,-1164.3
0.005466,0.012027,-1205.5,-1195.7
0.0057478,0.011853,-1077.6,-1077.3
0.0083737,0.016058,-1110.9,-1109.8
0.0072247,0.012087,-1115.2,-1110
0.0080541,0.017051,-1129.3,-1119.3
0.005628,0.012232,-1135.7,-1127.9
0.0076717,0.012165,-1124.7,-1106.4
0.0058064,0.012567,-1109.7,-1095.7
0.0082459,0.014519,-1049.2,-1044.2
0.0062627,0.013533,-1112.6,-1107.5
0.0070125,0.013791,-1113.6,-1109.9
0.0067719,0.014503,-1106.6,-1105.2
0.0074529,0.017994,-986.47,-995.86
0.004915,0.01046,-1152.6,-1140.7
0.0067172,0.015447,-1005.5,-1001.5
0.0058485,0.012724,-1129,-1121.3
0.0056271,0.012526,-1183.7,-1177.6
0.0069731,0.011955,-1170.8,-1171.7
0.0074568,0.014421,-1183,-1177.1
0.0069076,0.012116,-1123.3,-1103.7
0.0074639,0.015513,-1143.9,-1145.1
0.0062463,0.011883,-1072.2,-1060.9
0.0068081,0.01241,-1156.3,-1140.4
0.0066722,0.012279,-1131.7,-1126.2
0.0075515,0.011979,-1187.1,-1183.4
0.0072005,0.014732,-1151.7,-1140.4
0.0050476,0.011196,-1181.8,-1174.9
0.0052295,0.010372,-1114.7,-1107.7
0.0053418,0.010704,-1107.8,-1107.1
0.0075199,0.014794,-1077.1,-1069.3
0.0067833,0.014961,-1056.2,-1056.9
0.0064391,0.011708,-1175.6,-1167.9
0.0056103,0.011807,-1113.4,-1106.5
0.0071768,0.01385,-1140,-1128.1
0.0070266,0.012913,-1182.3,-1175
0.0068435,0.012517,-1187.8,-1176.4
0.0065661,0.011265,-1066.2,-1061.9
0.0070982,0.015677,-1130.4,-1134.5
0.0066901,0.011912,-1142.1,-1127
0.0056486,0.01162,-1063.8,-1052
0.0065794,0.015098,-1172.9,-1170.8
0.0076003,0.013919,-1141.6,-1143
0.0060483,0.012837,-1155.3,-1150.3
0.007103,0.014979,-1108.7,-1111.5
0.0055646,0.011263,-1141.2,-1132.5
0.0083225,0.012604,-1118.8,-1117.5
0.006311,0.012521,-1073.8,-1065.8
0.006698,0.014792,-1106.9,-1105.5
0.0072226,0.013194,-1120.5,-1107.4
0.010719,0.016933,-1156.1,-1152.1
0.0075989,0.013705,-1102.9,-1102.9
0.0054054,0.012048,-1149.1,-1143.5
0.0060244,0.01292,-1102.3,-1104.6
0.0064257,0.013238,-1118,-1102.9
0.0089978,0.013843,-1149.8,-1137
0.0073946,0.013062,-1054.5,-1048
0.0056689,0.012265,-1121.3,-1114.3
0.0065415,0.013094,-1132.6,-1118.4
0.0067283,0.010156,-1129.9,-1118.3
0.0068415,0.01133,-1140.1,-1136.1
0.0060568,0.013554,-1015.1,-1002.8
0.0072224,0.015958,-1100.5,-1096.4
0.0091208,0.016807,-1036.6,-1031.4
0.0067107,0.016109,-1171.8,-1171.8
0.0059533,0.0126,-1119.7,-1113.6
0.0080971,0.015077,-1153.2,-1158.2
0.0082018,0.013582,-1214.2,-1206.4
0.0062925,0.012805,-1152.2,-1138.8
0.0070272,0.014278,-1088.6,-1083.2
0.0074215,0.014502,-1134.9,-1132.1
0.0057512,0.011047,-1108.6,-1107.7
0.0055493,0.011384,-1053.9,-1042.6
0.0068372,0.014309,-1116.5,-1119.2
0.0063421,0.011179,-1116.9,-1102.3
0.0070612,0.014671,-1057,-1048.1
0.0083182,0.014859,-1078.4,-1073.1
0.0055708,0.010586,-1101.9,-1094.4
0.0067015,0.011575,-1144.3,-1141.9
0.0068783,0.014753,-1098.3,-1104.2
0.0086354,0.016636,-1078,-1075.3
0.0068974,0.012656,-1063.1,-1052
0.0078879,0.016111,-1115.1,-1113.5
0.0057019,0.012605,-1126.2,-1123
0.0060858,0.013401,-1091.1,-1088.9
0.0067876,0.014888,-1154.8,-1150.9
0.0076939,0.013781,-1187.6,-1182.7
0.0070784,0.015458,-1144.7,-1132.4
0.0057128,0.011508,-1145.1,-1141.5
0.0069181,0.011994,-981.41,-969.5
0.0070158,0.015393,-1112.8,-1110.1
0.0056191,0.012422,-1105.5,-1106.7
0.0078333,0.015569,-1114.7,-1120.1
0.0060495,0.011401,-1143.1,-1135.2
0.0056994,0.010495,-1131.6,-1118
0.0068541,0.011574,-1124.3,-1118.8
0.0057267,0.011765,-1169.7,-1168
0.0047668,0.01045,-1133.8,-1125.7
0.0062168,0.013028,-1039.2,-1029.2
0.0062211,0.013114,-1137.5,-1129.2
0.0092605,0.017353,-1107.8,-1112.9
0.0084408,0.01537,-1234,-1232.6
0.005427,0.010932,-1166,-1150.2
0.0061187,0.013672,-1135,-1124.9
0.00626,0.013525,-1073.3,-1069.3
0.005357,0.0099403,-1145,-1140.2
0.0060704,0.0086266,-1211,-1204.3
0.0086494,0.013742,-1052.7,-1054.1
0.0059883,0.012882,-1157.8,-1150.2
0.008242,0.013284,-1138.9,-1124.3
0.0073596,0.014437,-1116.2,-1108.6
0.0070372,0.013367,-1207.8,-1194.7
0.0083592,0.01476,-1152.3,-1149.4
0.006408,0.012032,-1128.2,-1124.1
0.0062305,0.012062,-1168.8,-1158.5
0.0075386,0.013594,-1092.7,-1075.4
0.0065219,0.012591,-1150,-1135.5
0.006403,0.013011,-1040.3,-1033.6
0.010452,0.014356,-1128.9,-1114.9
0.0081421,0.013171,-1159.7,-1155
0.0089496,0.016838,-1110.6,-1105.3
0.0059532,0.012407,-1108.4,-1098.1
0.0092717,0.017133,-992.05,-983.84
0.0068757,0.014394,-1060.8,-1060.7
0.0068922,0.012244,-1191.8,-1187.1
0.0062542,0.010986,-1023.9,-1022.4
0.0067998,0.011696,-1204.7,-1194.4
0.0068004,0.015955,-1096.7,-1100.3
0.0078676,0.016415,-965.39,-967.65
0.0068247,0.015046,-1125.3,-1124.4
0.005799,0.011014,-1110.5,-1099.1
0.0058008,0.01279,-1165.3,-1161.4
0.0068338,0.013066,-1144.9,-1134.3
0.0077084,0.012914,-1051.3,-1047.8
0.0073965,0.014795,-1198.2,-1194.1
0.006111,0.0093051,-1188.5,-1178.9
0.0056245,0.012389,-1191.7,-1185.7
0.007791,0.013129,-1102.8,-1085.3
0.0046636,0.010915,-1089.5,-1080.6
0.0064921,0.01194,-1104.7,-1102.1
0.0075594,0.011024,-1127.4,-1126.3
0.0052993,0.011633,-1145.1,-1130.3
0.0074947,0.013316,-1137.6,-1131.1
0.0084942,0.015409,-1127.9,-1119.5
0.0056779,0.011609,-1112.9,-1107.7
0.0098874,0.013755,-1107.7,-1101.3
0.0061509,0.012929,-1151,-1135.6
0.0076831,0.011604,-1097.1,-1093
0.0084265,0.016435,-1020.3,-1010.9
0.0081774,0.013649,-1088.3,-1072.9
0.0064556,0.012165,-1143.4,-1142.2
0.0068101,0.013909,-1179,-1179
0.0096446,0.013696,-1146.5,-1141.2
0.010292,0.013389,-1015.9,-1008
0.0076885,0.015018,-1136.7,-1138.9
0.0070987,0.012104,-1113.8,-1107.9
0.0053814,0.011232,-1104.8,-1094.7
0.0053238,0.0118,-1112.3,-1105.6
0.0071515,0.014715,-1240.9,-1228.2
0.006918,0.014461,-1025.1,-1020
0.0047484,0.011247,-1213.9,-1211.8
0.008467,0.013615,-1119,-1110.5
0.0054792,0.011637,-1120.7,-1111.2
0.0077062,0.013646,-1136.8,-1135.2
0.0070929,0.013677,-1150.6,-1136.7
0.005894,0.011713,-1190.3,-1184.6
0.007047,0.014075,-1092.3,-1093.3
0.0084851,0.017416,-1072.4,-1066.6
0.0049448,0.010452,-1128.4,-1113.9
0.0067827,0.013667,-1116.8,-1112.5
0.0057181,0.011555,-1118,-1114.9
0.0050696,0.01109,-1079.9,-1074.4
0.0061007,0.013339,-1102.6,-1099.1
0.0052824,0.012003,-1076.9,-1068.5
0.0070049,0.014968,-1113.7,-1105.9
0.008414,0.017219,-1095.1,-1095.1
